id,Product Name,Size,Pack,Category,Price ($),UPC
846,Gatorade,,,Non-Alcoholic,3.03,5200020808
847,Gatorade lime,,,Non-Alcoholic,3.03,5557742026
848,Gloria Marg Pink Lemonade,750 ml,,Non-Alcoholic,14.51,5002832414
849,Gush Pear Juice,,,Non-Alcoholic,4.83,6001137470
850,Hampton Water,375 ml,,Non-Alcoholic,14.51,1214702106
851,Hampton Water,750 ml,,Non-Alcoholic,25.4,1214702100
852,Happy Dad Iced Tea Variaty Pack,12 Oz,12-Pack,Non-Alcoholic,22.98,5004652291
853,Island District Aloe Water Honey,12 Oz,4-Pack,Non-Alcoholic,14.51,6000624803
854,Jc. Classic Margarita Lemonade Cockails,12 Oz,4-Pack,Non-Alcoholic,14.51,1017838005
855,Jc. Pink Lemonade,12 Oz,4-Pack,Non-Alcoholic,14.51,1017838009
856,Jd Coca Cola,12 Oz,12-Pack,Non-Alcoholic,37.5,8218420718
857,Jd Watermelon Punch,,6-Pack,Non-Alcoholic,10.88,8218422603
858,Jose Marg Watermelon,1.75 L,,Non-Alcoholic,26.61,1153801104
859,Juice,,,Non-Alcoholic,2.27,4850000860
860,Kona Big Wave,12 Oz,12-Pack,Non-Alcoholic,22.98,9603061496
861,LOVER BOY LEMONTEA,,,Non-Alcoholic,16.93,6000186723
862,LOVER BOY W.TEA PEACH,,,Non-Alcoholic,16.93,6000186725
863,LOYAL WATER MELON CAN,,4-Pack,Non-Alcoholic,15.72,8200079995
864,La Battistina Gavi,750 ml,,Non-Alcoholic,20.56,8365500002
865,Leroux Watermelon,750 ml,Single,Non-Alcoholic,18.14,8711600984
866,Lipton Hard Iced Tea,12 Oz,12-Pack,Non-Alcoholic,24.19,4026240051
867,Loyal Lemonade,12 Oz,8-Pack,Non-Alcoholic,24.19,8200081253
868,Loyal Lemonade Iced Tea,12 Oz,4-Pack,Non-Alcoholic,15.72,8200079993
869,Loyal Water Melon Case,,,Non-Alcoholic,93.17,1.0082E+13
870,Loyal Watermelon,,4-Pack,Non-Alcoholic,15.72,6000330165
871,Lucky One Sweet Tea Half & Half,355 ml,4-Pack,Non-Alcoholic,13.3,8500004209
872,Lucky One Sweet Tea Peach,355 ml,4-Pack,Non-Alcoholic,13.3,8500004213
873,Lucky One Sweet Tea Raspberry,355 ml,4-Pack,Non-Alcoholic,13.3,8500004211
874,Luna Di Luna,1.5 L,Single,Non-Alcoholic,19.35,5766000462
875,MIKES LEMONADE 24OZ CAN,,,Non-Alcoholic,4.1,3598524583
876,MINUTE MAID FRUIT PUNCH,,,Non-Alcoholic,3.03,2500005802
877,MONSTER ULTRA,,,Non-Alcoholic,3.41,7084703308
878,Magnum Watermelon Kiss,750 ml,Single,Non-Alcoholic,13.3,8787263863
879,Martineffi's No Alcohol,,,Non-Alcoholic,7.25,4124412254
880,Mike's Straw Lemonade,,6-Pack,Non-Alcoholic,12.09,3598522413
881,Mikes Lemonade,12 Oz,6-Pack,Non-Alcoholic,13.3,1578100000
882,Mikes Lemonade,,6-Pack,Non-Alcoholic,13.3,3598510062
883,Mikes O Sugar Lemonade,12 Oz,6-Pack,Non-Alcoholic,13.3,3598580177
884,Minute Maid,20 Oz,Single,Non-Alcoholic,3.33,2500005801
885,Minute Maid Apple Juice,12 Oz,,Non-Alcoholic,3.03,2500006151
886,Minute Maid Margarita,1.5 L,,Non-Alcoholic,19.35,1007878147
887,Minute Maid Orange Juice,12 Oz,,Non-Alcoholic,3.03,2500006153
888,Minute Maid Pina Colada,1.5 L,,Non-Alcoholic,19.35,1007878149
889,Minute Maid Strawberry Daiquiri,1.5 L,,Non-Alcoholic,19.35,1007878151
890,Mom Water Lemon & Bluebr,12 Oz,4-Pack,Non-Alcoholic,14.51,6000532394
891,Mom Water Squad Veriety,12 Oz,8-Pack,Non-Alcoholic,25.4,6000532398
892,Mom Water Susan Citrus,12 Oz,4-Pack,Non-Alcoholic,14.51,6000847335
893,Mom Water Susan Straweberry & Kiwi,12 Oz,4-Pack,Non-Alcoholic,14.51,6000847340
894,Mom Water Vacation Veriety,12 Oz,8-Pack,Non-Alcoholic,25.4,6000847346
895,Monster Green,16 Oz,,Non-Alcoholic,3.63,7084781116
896,Monster Green,500 ml,Single,Non-Alcoholic,3.62,5.06017E+12
897,Monster Lo-Carb,,,Non-Alcoholic,3.63,7084781126
898,Moon Water Variety,12 Oz,12-Pack,Non-Alcoholic,38.71,5006618005
899,Mr & Mrs T. Pina - 1L,,,Non-Alcoholic,7.25,7065596030
900,Mtn Dew Hard Zero Sugar,24Oz,Single,Non-Alcoholic,4.83,8769201874
901,NA Grapefruit,375 ml,,Non-Alcoholic,9.1,8500002428
902,NA Pink Whitney,50 ml,,Non-Alcoholic,1.2,8567507
903,NMS WATER MELON,750 ml,,Non-Alcoholic,18.14,8500003092
904,NMS WATERMELON1.75ML,,,Non-Alcoholic,26.61,8500003094
905,Noca Boozy Iced Tea,12 Oz,12-Pack,Non-Alcoholic,22.98,6000137429
906,Noca Lemonade Vty,12 Oz,12-Pack,Non-Alcoholic,22.94,5002419212
907,PINK LEMONADE,20 Oz,Single,Non-Alcoholic,3.33,2500005886
908,Parot Bay Long Poland Pced Tea,,,Non-Alcoholic,3.62,8800403704
909,Pepsi,20 Oz,Single,Non-Alcoholic,3.33,1212901
910,Pepsi,,,Non-Alcoholic,4.22,1200000230
911,Pepsi - 2L,2 L,Single,Non-Alcoholic,4.6,1211300
912,Pepsi 2L,2 L,Single,Non-Alcoholic,4.22,6900000261
913,Pepsi Can,12 Oz,,Non-Alcoholic,1.51,1256808
914,Pirate Water,16 Oz,4-Pack,Non-Alcoholic,10.88,4980600504
915,Pirate Water 16Oz,16 Oz,4-Pack,Non-Alcoholic,10.88,4980600502
916,Polar Tonic - 1L,,,Non-Alcoholic,3.03,7153702012
917,Prime Lemonade,500 ml,,Non-Alcoholic,3.63,1011612155
918,Prime Strawberry Watermelon,500 ml,,Non-Alcoholic,3.63,5000356097
919,RANCH WATER,,12-Pack,Non-Alcoholic,22.98,6000362349
920,ROMANA SAMBVCA,50 ml,,Non-Alcoholic,2.72,8800403672
921,ROMANA SAMBVCA,750 ml,,Non-Alcoholic,36.29,8800403747
922,Red Bull,12 Oz,,Non-Alcoholic,4.83,1126981899
923,Red Bull -,16 Oz,Single,Non-Alcoholic,6.04,1126954601
924,Red Bull - 8.4oz,,,Non-Alcoholic,3.07,1126999100single
925,Red Bull 8.4oz,,4-Pack,Non-Alcoholic,10.88,1126910802
926,Red Bull Coconut,12 Oz,,Non-Alcoholic,4.55,1126932121
927,Red Bull Coconut 8oz,,,Non-Alcoholic,3.07,1126928136
928,Red Bull Peach,12 Oz,,Non-Alcoholic,4.55,1126928310
929,Red Bull Sugar Free,12 Oz,,Non-Alcoholic,4.54,1126971646
930,Red Bull Sugar free 8.4oz,8 Oz,Single,Non-Alcoholic,3.41,1126910171
931,Red Bull Tropical,12 Oz,Single,Non-Alcoholic,4.83,1126911357
932,Red Bull Watermelon 8oz,,,Non-Alcoholic,3.33,1126933124
933,Red Bull Winter Edition,12 Oz,,Non-Alcoholic,4.55,1126900173
934,Red Bull Yellow Edition,8 Oz,Single,Non-Alcoholic,3.33,1126916345
935,Red Bull Zwhite Peach,12 Oz,,Non-Alcoholic,4.55,1126900270
936,RedBull,20 Oz,Single,Non-Alcoholic,6.64,1126913344
937,Redbull 80,8 Oz,Single,Non-Alcoholic,3.33,1126999100
938,Redbull Amber Edition,8 Oz,Single,Non-Alcoholic,3.33,1126900128
939,Ripe Bar Juice Margarita,750 ml,,Non-Alcoholic,14.51,5654300282
940,Romana Sambuca Black,750 ml,,Non-Alcoholic,38.71,8676722106
941,Roses Sweet Lime Juice,,,Non-Alcoholic,8.46,1660000103
942,SIM.SPIKE LEMONADE CAN,,12-Pack,Non-Alcoholic,24.19,1007878020
943,SIM.SPIKED LEMONADE 24OZ,,,Non-Alcoholic,4.49,1007878016
944,SMIR.NEON.LEMONADE CAN,,12-Pack,Non-Alcoholic,22.98,8200079876
945,SMIRN. PINK LEMONADE,750 ml,,Non-Alcoholic,19.35,8200079720
946,Seagrams Blueberry Lemonade,12 Oz,4-Pack,Non-Alcoholic,8.46,7031001729
947,Sola Lemonade,355 ml,Single,Non-Alcoholic,4.83,1087902992
948,Sola Raspberry Iced Tea,355 ml,Single,Non-Alcoholic,4.83,1087902982
949,Spiked Cooler Lemonade,7 Oz,8-Pack,Non-Alcoholic,24.19,5910500474
950,Sprite,20 Oz,Single,Non-Alcoholic,3.33,4976400
951,Sprite - 2L,2 L,Single,Non-Alcoholic,4.6,4900005015
952,Sprite 2L,,,Non-Alcoholic,4.24,6750600
953,Sprite Can,,,Non-Alcoholic,1.51,4913207
954,Stateside Watermelon,12 Oz,4-Pack,Non-Alcoholic,14.51,5002560515
955,Sun Cruiser 12Pk Iced Tea Pk,12 Oz,12-Pack,Non-Alcoholic,35.08,8769202363
956,Sun Cruiser Ice Tea,24Oz,,Non-Alcoholic,7.25,8769202192
957,Sun Cruiser Iced Tea,19Oz,Single,Non-Alcoholic,6.04,8769202404
958,Sun Cruiser Iced Tea Variety Pack,12 Oz,18-Pack,Non-Alcoholic,55.65,8769202196
959,Sun Cruiser Lamon Ice Tea,24Oz,,Non-Alcoholic,7.25,8769202193
960,Sun Cruiser Lemonade Iced Tea,19Oz,Single,Non-Alcoholic,6.04,8769202400
961,Sun Cruiser Pink Lemonade,12 Oz,8-Pack,Non-Alcoholic,24.19,8769202141
962,Sun Cruiser Pink Lemonade,19Oz,Single,Non-Alcoholic,6.04,8769202398
963,Surf Side Black Cherry Lemonade,12 Oz,4-Pack,Non-Alcoholic,14.51,5002560595
964,Surf Side Iced&Lemonade,12 Oz,4-Pack,Non-Alcoholic,14.51,5002560554
965,The Big Red Monster,750 ml,,Non-Alcoholic,31.45,6000135985
966,Treana Red,,,Non-Alcoholic,60.49,5789170010
967,Tropicana Apple 15fl,,,Non-Alcoholic,2.27,4850000861
968,Tropicana Cranberry,32 Oz,,Non-Alcoholic,4.83,4850000672
969,Tropicana Cranberry 15oz,,,Non-Alcoholic,3.03,4850000864
970,Tropicana Orenge,32 Oz,,Non-Alcoholic,4.27,4850000000
971,Tropicana Pineapple 15oz,,,Non-Alcoholic,3.03,4850000868
972,Twist Tea Light,12 Oz,6-Pack,Non-Alcoholic,13.3,8769287102
973,Twist Tea Peach,12 Oz,6-Pack,Non-Alcoholic,13.3,8769297102
974,Twistedtea Raspberry,24Oz,Single,Non-Alcoholic,4.32,8769285231
975,Vibe Cherry Lemonade,500 ml,Single,Non-Alcoholic,6.04,8500004002
976,Vibe Watermelon Lemonade,500 ml,Single,Non-Alcoholic,6.04,8500003971
977,Vitamin Water,,,Non-Alcoholic,3.63,8616208000
978,Vitamin Water 0 Sugar,20 Oz,Single,Non-Alcoholic,3.33,8616200297
979,Water,16 Oz,Single,Non-Alcoholic,1.51,6001400070
980,Watermelon-Ber-Rita 25Oz,,,Non-Alcoholic,4.42,1820025908
981,White Rock Club Soda,1 L,Single,Non-Alcoholic,3.03,7206303301
982,coca cola 16.9oz,,,Non-Alcoholic,3.03,4900002468
983,coca cola btl,20 Oz,Single,Non-Alcoholic,3.33,4904403
984,cut water mojito can,,4-Pack,Non-Alcoholic,18.14,1675102178
985,cut water straw.marga.can,,4-Pack,Non-Alcoholic,18.14,1675102245
986,gloria water melon,,4-Pack,Non-Alcoholic,13.3,5001257149
987,jose watermln,,4-Pack,Non-Alcoholic,13.3,1153801695
988,long ice tea,750 ml,,Non-Alcoholic,13.3,8800401522
989,romana sambvca,,,Non-Alcoholic,20.56,8800403746
990,smirn watermelon,50 ml,,Non-Alcoholic,1.43,8261201
991,tropicana cranberry,,,Non-Alcoholic,1.54,4850000838
992,tropicana orange,,,Non-Alcoholic,1.71,4850000174
993,watermelon rose,750 ml,,Non-Alcoholic,6.04,8860301189
994,APPLETON 1.75ML,,,Rum,55.65,2105900152
995,APPLETON RUM,,,Rum,66.54,2105900155
996,Admiral Nelson's Watermelon Rum,750 ml,Single,Rum,12.09,9674900252
997,Appleton Estate,750 ml,,Rum,31.45,2105900150
998,Appleton Estate 15Yrs Black River Casks,750 ml,Single,Rum,84.69,3619121240
999,BACARDI TROPICAL 1.75ML,,,Rum,26.61,8048098643
1000,BUMBU RUM,750 ml,,Rum,48.39,1349700610
1001,Bacardi,50 ml,,Rum,1.14,8048000672
1002,Bacardi 8y,750 ml,,Rum,43.55,8048050540
1003,Bacardi Bahama Mama,1.75 L,Single,Rum,26.61,8048098559
1004,Bacardi Bahama Mama can,,4-Pack,Rum,14.51,8048098626
1005,Bacardi COCO 175L,,,Rum,31.45,8048040061
1006,Bacardi CoCo,750 ml,,Rum,21.77,8048040063
1007,Bacardi Coco,50 ml,,Rum,1.43,8048040066
1008,Bacardi Dragon berry,375 ml,,Rum,12.09,8048000028
1009,Bacardi Fruit,750 ml,,Rum,18.14,8048098641
1010,Bacardi Gold,1.75 L,,Rum,25.4,8048002520
1011,Bacardi Gold,200 ml,,Rum,7.25,8048002570
1012,Bacardi Gold,375 ml,,Rum,10.88,8048002560
1013,Bacardi Gold,50 ml,,Rum,1.88,8048002621
1014,Bacardi Gold,750 ml,,Rum,18.14,8048002540
1015,Bacardi Hurricane,1.75 L,Single,Rum,26.61,8048098561
1016,Bacardi Hurricane,750 ml,,Rum,16.93,8048098550
1017,Bacardi Lime,750 ml,,Rum,18.14,8048098427
1018,Bacardi Limon,1.75 L,,Rum,26.61,8048035520
1019,Bacardi Limon,375 ml,,Rum,11.37,8048035560
1020,Bacardi Limon,50 ml,,Rum,2.27,8048035620
1021,Bacardi Limon,750 ml,,Rum,18.14,8048035540
1022,Bacardi Mando,50 ml,,Rum,1.09,8048000486
1023,Bacardi Mango Chile,50 ml,,Rum,1.37,8048098835
1024,Bacardi Mango Chile,750 ml,,Rum,18.14,8048098834
1025,Bacardi Mojito,1.5 L,Single,Rum,26.61,8048098355
1026,Bacardi Mojito can,355 ml,4-Pack,Rum,14.51,8048098628
1027,Bacardi Oakheart,50 ml,,Rum,1.43,8048000155
1028,Bacardi Pineapple,375 ml,,Rum,11.37,8048000384
1029,Bacardi Pineapple,50 ml,,Rum,1.09,8048000386
1030,Bacardi Pineapple,750 ml,,Rum,21.77,8048000383
1031,Bacardi Raspberry,375 ml,,Rum,12.09,8048000677
1032,Bacardi Rum Cocktail Punch,355 ml,4-Pack,Rum,14.51,8048098544
1033,Bacardi Rum Cocktails Limon,,,Rum,14.51,8048098542
1034,Bacardi SILVER,200 ml,,Rum,7.25,8048001570
1035,Bacardi SILVER,375 ml,,Rum,10.88,8048001560
1036,Bacardi Select,750 ml,,Rum,26.61,8048005540
1037,Bacardi Silver,1.75 L,,Rum,25.4,8048001520
1038,Bacardi Silver,100 ml,,Rum,3.41,8048001580
1039,Bacardi Silver,50 ml,,Rum,1.88,8048001621
1040,Bacardi Silver,750 ml,,Rum,18.14,8048001540
1041,Bacardi Spiced Rum,1.75 L,Single,Rum,31.45,8048000150
1042,Bacardi Variety Pack,12 Oz,6-Pack,Rum,21.77,8048098767
1043,Bacardi Zombie,1.75 L,,Rum,25.4,8048098560
1044,Bacardi fruit,50 ml,,Rum,1.21,8048098642
1045,Bacardi limon,200 ml,,Rum,7.68,8048035570
1046,Barbancourt 15 Years,,,Rum,60.49,8144087231
1047,Barbancourt 8yr,750 ml,,Rum,37.5,8976887331
1048,Barbancourt Aged 15 Yr,750 ml,Single,Rum,76.22,8976881320
1049,Barbancourt White Haitian Rum,750 ml,Single,Rum,27.82,8976888132
1050,Baternder's Coconut Rum,,,Rum,18.14,8438042634
1051,Blackwell Jmaican Rum,750 ml,Single,Rum,42.34,5.06012E+12
1052,Blue Chair Banana Rum,750 ml,,Rum,33.87,5688100427
1053,Bumbu Rum,375 ml,Single,Rum,25.4,1349700613
1054,Bumbu Rum Cream,750 ml,,Rum,48.39,1349700617
1055,CAP CARIBBEANWHITE RUM,,,Rum,26.61,8200077289
1056,CAP.PINEAPPLE RUM 1.75ML,,,Rum,26.61,8200077318
1057,Cachaca 21 - 1L,,,Rum,24.19,9153600001
1058,Cachaca 51 - 1L,,,Rum,27.82,7.896E+12
1059,Cachaca 61 - 1l,,,Rum,25.4,8835212510
1060,Cachaca Seleta Gold - 1L,,,Rum,27.82,8633200089
1061,Cachaca Seleta Silver - 1L,,,Rum,27.82,8633200092
1062,Cachaca Tatuzinho - 1L,,,Rum,19.35,110900007
1063,Captain Morgan,200 ml,,Rum,8.46,8727309
1064,Captain Morgan,375 ml,,Rum,13.3,8727707
1065,Captain Morgan Sliced Variety,12 Oz,12-Pack,Rum,22.98,8200080275
1066,Captain Morgan Spiced - 1L,,,Rum,29.03,8700000270
1067,Captain Morgan Sweet Chili Lime,1.75 L,Single,Rum,35.08,8200080887
1068,Captain Morgan Sweet Chili Lime,50 ml,Single,Rum,1.8,8273303
1069,Captain Morgan Tropical Punch,1.75 L,,Rum,14.51,8200079744
1070,Captain Morgan White,1.75 L,,Rum,26.61,8200076685
1071,Captain Morgan White,750 ml,,Rum,21.77,8200076682
1072,Conundrum,750 ml,Single,Rum,26.61,1722475012
1073,Cut Water Tiki Rum Mai Thai,12 Oz,4-Pack,Rum,18.14,1675102168
1074,DOS MADERAS RUM,750 ml,,Rum,36.29,8.41003E+12
1075,Diplomatico Excluciva,750 ml,,Rum,48.39,7.594E+12
1076,Diplomatico Mantuano,750 ml,,Rum,37.5,7.594E+12
1077,Diplomatico Reserva Exclusiva,750 ml,Single,Rum,50.81,5.09987E+12
1078,Don Q 151,750 ml,,Rum,30.24,8230175151
1079,Gosling Ginger Diet,,6-Pack,Rum,10.88,2109420007
1080,Goslings Black Seal,750 ml,,Rum,36.29,2109419905
1081,Jamel Cachaca Gold - 1L,1 L,,Rum,25.4,8720200263
1082,Jamel Cachaca Silver - 1L,1 L,,Rum,22.98,8720200262
1083,Kraken,750 ml,,Rum,30.24,1153801302
1084,Kraken Gold Spiced Rum,1.75 L,Single,Rum,52.02,1884402434
1085,Kraken Gold Spiced Rum,750 ml,Single,Rum,31.45,1884402432
1086,MALIBU LIME,,,Rum,15.72,8954053523
1087,MALIBU MIX PK,12 Oz,8-Pack,Rum,24.19,8043200280
1088,MALIBU PASSI.,,4-Pack,Rum,15.72,8954053521
1089,MALIBU PINACALADA,,,Rum,15.72,8954053566
1090,MALIBU PINEAPPLE,,4-Pack,Rum,15.72,8954053570
1091,MALIBU STRAW.DAI CAN,,4-Pack,Rum,15.72,8954053568
1092,MALIBU STRAWERRY,,4-Pack,Rum,15.72,8954053536
1093,MYERS RUM 1.75ML,,,Rum,62.91,8800403653
1094,Malibu,50 ml,,Rum,2.27,8954053558
1095,Malibu CoCo,1.75 L,,Rum,38.71,8954044932
1096,Malibu CoCo,200 ml,,Rum,9.1,8954044935
1097,Malibu CoCo,750 ml,,Rum,25.4,8954044899
1098,Malibu Lime,1 L,Single,Rum,16.93,8954054005
1099,Malibu Lime,750 ml,,Rum,29.03,8954054004
1100,Malibu Lime 1.75L,1.75 L,Single,Rum,24.19,8954054006
1101,Malibu Mango,750 ml,,Rum,29.03,8954046308
1102,Malibu Orignal Coconut Rum,375 ml,,Rum,14.51,8954044903
1103,Malibu Pass Fruit,750 ml,,Rum,20.56,8954047239
1104,Malibu Peach,750 ml,,Rum,29.03,8954053590
1105,Malibu Peach,,4-Pack,Rum,15.72,8954053602
1106,Malibu Pineapple,750 ml,,Rum,29.03,8954046313
1107,Malibu Pineapple Bay Breeze,1 L,Single,Rum,18.14,8954053632
1108,Malibu Rum Pink,750 ml,Single,Rum,25.4,8954053652
1109,Malibu Rum Punch,1 L,Single,Rum,18.14,8954053633
1110,Malibu Strawberry,750 ml,,Rum,29.03,8954054010
1111,Malibu Watermelon,750 ml,,Rum,29.03,8954053555
1112,Mount Gay Silver Rum,1 L,Single,Rum,35.08,8723695092
1113,Mount Gay XO,750 ml,,Rum,94.37,8723695014
1114,Mt Gay Eclipse Rum 1L,1 L,,Rum,27.82,8723695002
1115,Myers's Original Dark,750 ml,,Rum,36.29,8800403654
1116,Pango Rum,750 ml,Single,Rum,31.45,8976889131
1117,Parrot Bay,750 ml,,Rum,24.19,8800403657
1118,Parrot Bay Coco,1.75 L,,Rum,42.34,8800403700
1119,Parrot Bay Coconut,1.75 L,,Rum,42.34,8800403696
1120,Parrot Bay Orange,750 ml,,Rum,15.72,8200076163
1121,Parrot Bay Orange Rum 750,,,Rum,18.14,8200000235
1122,Parrot Bay Pineapple,750 ml,,Rum,24.19,8800403710
1123,Parrot Bay Strawberry,750 ml,,Rum,24.19,8800403712
1124,Parrot Bay Trav,750 ml,,Rum,18.14,8700000418
1125,Planteray Rum Sealander 80',700 ml,Single,Rum,52.02,9552115543
1126,Pyrat Rum 80Pf,375 ml,,Rum,24.19,2173310009
1127,RUM CHATA,1.75 L,,Rum,58.07,9035500100
1128,RUM HAVEN,,,Rum,1.43,8500002333
1129,RUMCHATA LIMON,750 ml,,Rum,30.24,9035500151
1130,Revenge Rum,750 ml,Single,Rum,12.09,5149731913
1131,Ron Zacapa Centenario,750 ml,Single,Rum,66.54,9901300055
1132,Ron Zacapa Xo,750 ml,,Rum,145.19,9901300056
1133,Rum Chata,375 ml,,Rum,21.77,9035500103
1134,Rum Chata 750Ml,750 ml,,Rum,37.5,9035500105
1135,Rum Chata Coconut,50 ml,,Rum,1.94,8500000685
1136,Rum Chata Coconut,750 ml,,Rum,36.29,8500003576
1137,Rum Chata Peppermint,,4-Pack,Rum,36.29,9035500155
1138,Rum Flor De Cana No.7,1.75 L,Single,Rum,66.54,2696438001
1139,Rum chata,50 ml,,Rum,2.41,9035500104
1140,Rum haven,1.75 L,,Rum,37.5,8500002335
1141,Rum haven,750 ml,,Rum,27.82,8500002334
1142,RumChata,750 ml,,Rum,35.08,9035500102
1143,Rumchata Pineapple Cream,750 ml,Single,Rum,36.29,8500003765
1144,Rumple Minze,200 ml,,Rum,10.88,8676770542
1145,Rumple Minze,375 ml,,Rum,18.14,8676770543
1146,Rumple Minze,50 ml,,Rum,3.7,8676752022
1147,Rumple Minze,750 ml,,Rum,35.08,8676752006
1148,Rumple Minze 1L,,,Rum,43.55,8676752004
1149,Rumple Minze Cinnamint 100 Pf,750 ml,Single,Rum,25.4,8676770590
1150,Sailor Jerry Rum lmtd,750 ml,,Rum,29.03,8366486446
1151,Spytail Ginger Rum,1.75 L,,Rum,12.09,5322200603
1152,Spytail Ginger Rum,750 ml,,Rum,7.25,5322200602
1153,Strong Water Rum,1 L,,Rum,9.67,1002890001
1154,Velho barreiro GOLD,750 ml,,Rum,22.98,110900003
1155,Wray & Nephew,200 ml,,Rum,10.88,2105900064
1156,Wray & Nephew Over,375 ml,,Rum,18.14,2105900066
1157,Wray & Nephew Overproof - 1L,,,Rum,42.34,2105900060
1158,Wray & Nephew Overproof - 750m,750 ml,,Rum,31.45,2105900063
1159,Wray n nephew 5oml,50 ml,,Rum,2.57,2105900061
1160,bACARDI gOLD-LIMITED,750 ml,,Rum,18.14,8048000748
1161,bacardi mile,50 ml,,Rum,1.2,8048098428
1162,barbancourt 3 star 750,,,Rum,26.61,8976887131
1163,barbancourt white,750 ml,,Rum,24.19,8976888131
1164,cachaca diamond,,,Rum,42.34,110900008
1165,captain morgan,,,Rum,24.19,8719300
1166,captain morgan coco 1.75,,,Rum,26.61,8200077317
1167,rum chata limon,100 ml,,Rum,3.62,9035500152
1168,rum chata pepper mint,100 ml,,Rum,3.62,9035500157
1169,velho barreiro,,,Rum,21.77,110900001
1170,yPIOCA CACHACA 1l,,,Rum,38.71,5083100704
1171,-196 Grapefruit 4Pk,355 ml,4-Pack,Spirits & Other,14.51,8068600757
1172,-196 Lemon 4Pk,355 ml,4-Pack,Spirits & Other,14.51,8068600457
1173,-196 Peach 4Pk,355 ml,4-Pack,Spirits & Other,14.51,8068600761
1174,-196 Strawberry 4Pk,355 ml,4-Pack,Spirits & Other,14.51,8068600909
1175,-196 Variety 8Pk,355 ml,8-Pack,Spirits & Other,26.61,8068600926
1176,1792 small batch,750 ml,,Spirits & Other,43.55,8066000120
1177,1800MARG.STRAWBERRY1.75ML,,,Spirits & Other,29.03,1884402277
1178,19 CRIME CALI RED,750 ml,,Spirits & Other,15.72,1235400429
1179,19 crime anished,750 ml,,Spirits & Other,13.3,1235400168
1180,19 crime rose,750 ml,,Spirits & Other,15.72,1235400500
1181,2 Road Juciy Box,12 Oz,6-Pack,Spirits & Other,26.61,1957801274
1182,2 Roads,,4-Pack,Spirits & Other,13.3,1957801047
1183,2 WAYCORK OPNER,,,Spirits & Other,5.69,3616011026
1184,2Roads Nightshaker Espresso Martini,12 Oz,4-Pack,Spirits & Other,20.56,1957801292
1185,2Xoborbon American Oak,750 ml,,Spirits & Other,60.49,8427900816
1186,400CONEJOS,750 ml,,Spirits & Other,38.71,1153801362
1187,7 Deadly Zins,750 ml,,Spirits & Other,21.77,5293510001
1188,8 Years In The Desert Red 2021,750 ml,,Spirits & Other,48.39,8500002670
1189,818 REP,750 ml,,Spirits & Other,60.49,9589303109
1190,818 SILVER,750 ml,,Spirits & Other,50.81,9589368701
1191,90 + Rose+Tax,1.5 L,,Spirits & Other,20.56,1087902057
1192,90 + processco rose,750 ml,,Spirits & Other,14.51,9465500167
1193,90 Cellars,750 ml,,Spirits & Other,14.51,9465500168
1194,90+ Barbaresco,750 ml,Single,Spirits & Other,26.61,1087902169
1195,90+ Lumbrusco,750 ml,Single,Spirits & Other,13.3,1087902147
1196,90+ Prossecco,1.5 L,Single,Spirits & Other,27.82,1087902070
1197,90+ Rrose,,,Spirits & Other,12.09,9465500151
1198,99 Apples,50 ml,,Spirits & Other,1.43,8900011839
1199,99 Blue Rasp,50 ml,,Spirits & Other,1.43,8800403966
1200,99 Coconut,50 ml,,Spirits & Other,1.43,8900099315
1201,99 Grape,50 ml,,Spirits & Other,1.43,8900099076
1202,99 Peach,50 ml,,Spirits & Other,1.43,8900099061
1203,99 pin,50 ml,,Spirits & Other,1.43,8066001070
1204,ABSO.LIME&CUCUM,,,Spirits & Other,4.83,8954053549
1205,AC/DC Thunderstruck repo,,,Spirits & Other,48.39,8124075093
1206,AGUAR.GREEN,750 ml,,Spirits & Other,24.19,6485800032
1207,AGUARDIENTE ANTIOQUERIO,,,Spirits & Other,47.18,6485800019
1208,AGUARDIENTE SIN AZUCAR,1.75 L,,Spirits & Other,47.18,6485800034
1209,ALFRESCO rose,750 ml,,Spirits & Other,9.67,1150202055
1210,ALIZE MANGO,750 ml,,Spirits & Other,29.03,8469264019
1211,ALIZE PASSION,375 ml,,Spirits & Other,18.14,8469265805
1212,ALIZE PASSION,750 ml,,Spirits & Other,31.45,8469265801
1213,ALIZE RED,375 ml,,Spirits & Other,18.14,8469220115
1214,ALIZEMANGO,375 ml,,Spirits & Other,16.93,8469264017
1215,AMERICAN SPIRIT SKY,,,Spirits & Other,20.56,4799520040
1216,ANISETTE,750 ml,,Spirits & Other,16.93,8068631240
1217,ARROW BLU CURACAO,750 ml,,Spirits & Other,14.51,8835211876
1218,Absolu mandarin,1.75 L,,Spirits & Other,39.92,3522900260
1219,Ace Of Spades Rose,750 ml,,Spirits & Other,725.99,0000ACE2
1220,Admiral,1.75 L,,Spirits & Other,24.19,9674908626
1221,Admiral pin,750 ml,,Spirits & Other,14.51,9674900151
1222,Aguar Green Antioqueno,750 ml,,Spirits & Other,24.19,6.64858E+11
1223,Aguardiente - 1L,,,Spirits & Other,30.24,6485800006
1224,Aguardiente Blue,200 ml,,Spirits & Other,14.51,6485800012
1225,Aguardiente Blue,750 ml,,Spirits & Other,24.19,6485800011
1226,Aguardiente Red,750 ml,,Spirits & Other,22.98,6485800002
1227,Aguardiente Sin Azucar - 1L,,,Spirits & Other,30.24,6485800018
